4244,Vascular Plant,Carex buxbaumii,"Brown Bog Sedge, Buxbaum Sedge, Buxbaum's Sedge",
4245,Vascular Plant,Carex canescens,"Silver Sedge, Silvery Sedge",
4246,Vascular Plant,Carex capillaris,"Hair Sedge, Hairlike Sedge, Hair-Like Sedge",
4247,Vascular Plant,Carex capitata,"Arctic Sedge, Capitate Sedge",
2754,Vascular Plant,Carex caroliniana,"Carolina Sedge, Hirsute Sedge",
2755,Vascular Plant,Carex cephalophora,"Oval-Leaved Sedge, Sedge",
2756,Vascular Plant,Carex cherokeensis,Cherokee Sedge,
2757,Vascular Plant,Carex communis,"Common Sedge, Fibrous-Root Sedge",
2758,Vascular Plant,Carex communis var. amplisquama,Dixie Sedge,Species of Concern
2759,Vascular Plant,Carex communis var. communis,Fibrousroot Sedge,
2760,Vascular Plant,Carex complanata,Blue Sedge,
4248,Vascular Plant,Carex concinna,Low Northern Sedge,
5465,Vascular Plant,Carex congdonii,Congdon's Sedge,
2761,Vascular Plant,Carex conjuncta,Soft Fox Sedge,
2762,Vascular Plant,Carex corrugata,Prune-Fruit Sedge,
2763,Vascular Plant,Carex crebriflora,Coastalplain Sedge,
2764,Vascular Plant,Carex crinita var. crinita,Drooping Sedge,
2765,Vascular Plant,Carex cristatella,"Sedge, Small Crested Sedge",
2766,Vascular Plant,Carex cumberlandensis,Local Sedge,
4249,Vascular Plant,Carex cusickii,Cusick's Sedge,
5466,Vascular Plant,Carex davyi,Davy's Sedge,
2767,Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",
2768,Vascular Plant,Carex debilis var. debilis,White Edge Sedge,
2769,Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,
2770,Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,
2771,Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",
5467,Vascular Plant,Carex densa,Dense Sedge,
4250,Vascular Plant,Carex diandra,"Lesser Panicled Sedge, Lesser Tussock Sedge",
4251,Vascular Plant,Carex disperma,"Softleaf Sedge, Soft-Leaf Sedge, Softleaved Sedge",
4252,Vascular Plant,Carex douglasii,"Douglas Sedge, Douglas' Sedge",
2772,Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",
4253,Vascular Plant,Carex echinata ssp. echinata,"Star Sedge, Stellate Sedge",
4254,Vascular Plant,Carex elynoides,"Blackroot Sedge, Black-Root Sedge",
2773,Vascular Plant,Carex festucacea,Fescue Sedge,
5468,Vascular Plant,Carex feta,Greensheath Sedge,
4255,Vascular Plant,Carex filifolia,Threadleaf Sedge,
5469,Vascular Plant,Carex filifolia var. erostrata,Shorthair Sedge,
5470,Vascular Plant,Carex fissuricola,"Canyon Sedge, Cleft Sedge",
2774,Vascular Plant,Carex flaccosperma,Thinfruit Sedge,
4256,Vascular Plant,Carex flava,Yellow Sedge,
5471,Vascular Plant,Carex fracta,Fragile Sheath Sedge,
2775,Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",
4257,Vascular Plant,Carex geyeri,"Elk Sedge, Geyer's Sedge",
2776,Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,
2777,Vascular Plant,Carex gracillima,Graceful Sedge,
2778,Vascular Plant,Carex granularis,Granular Sedge,
2779,Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,
2780,Vascular Plant,Carex grayi,Gray's Sedge,
2781,Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,
2782,Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",
4258,Vascular Plant,Carex gynocrates,"Bog Sedge, Northern Bog Sedge",
5472,Vascular Plant,Carex hassei,"Hasse's Sedge, Salt Sedge, Saltsedge",
4259,Vascular Plant,Carex haydeniana,"Cloud Sedge, Hayden Sedge, Hayden's Sedge",
5473,Vascular Plant,Carex helleri,"Heller's Sedge, Sierra Sedge",
5474,Vascular Plant,Carex heteroneura var. epapillosa,"Different Nerve Sedge, Different-Nerve Sedge, Nerve Sedge",
5475,Vascular Plant,Carex heteroneura var. heteroneura,"Different Nerve Sedge, Different-Nerve Sedge",
2783,Vascular Plant,Carex hirsutella,Hirsute Sedge,
4260,Vascular Plant,Carex hoodii,"Hood Sedge, Hood's Sedge",
4261,Vascular Plant,Carex illota,"Sheep Sedge, Smallhead Sedge",
5476,Vascular Plant,Carex incurviformis var. danaensis,Coastal Sand Sedge,
5477,Vascular Plant,Carex integra,"Smoothbead Sedge, Smoothbeak Sedge",
4262,Vascular Plant,Carex interior,Inland Sedge,
2784,Vascular Plant,Carex intumescens,Intumescent Sedge,
2785,Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",
5478,Vascular Plant,Carex jonesii,"Jones Sedge, Jones' Sedge",
2786,Vascular Plant,Carex kraliana,Kral's Sedge,
5479,Vascular Plant,Carex laeviculmis,Smoothstem Sedge,
2787,Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",
5480,Vascular Plant,Carex lanuginosa,Woolly Sedge,
4263,Vascular Plant,Carex lasiocarpa,"Woollyfruit Sedge, Woolly-Fruit Sedge",
2788,Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",
2789,Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",
2790,Vascular Plant,Carex leavenworthii,Leavenworth Sedge,
5481,Vascular Plant,Carex lemmonii,Lemmon's Sedge,
5482,Vascular Plant,Carex lenticularis var. impressa,"Fewrib Sedge, Lakeshore Sedge",
5483,Vascular Plant,Carex lenticularis var. lipocarpa,"Kellogg Sedge, Kellogg's Sedge",
4264,Vascular Plant,Carex leporinella,"Hare Sedge, Sierra Hare Sedge, Sierrahare Sedge",
2791,Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",
4265,Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",
2792,Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",
4266,Vascular Plant,Carex limosa,Mud Sedge,
4267,Vascular Plant,Carex livida,Livid Sedge,
2793,Vascular Plant,Carex louisianica,Louisiana Sedge,
2794,Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,
2795,Vascular Plant,Carex lucorum var. lucorum,Long-Beaked Sedge,
2796,Vascular Plant,Carex lupulina,"A Sedge, Larger Hop Sedge",
2797,Vascular Plant,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",
5484,Vascular Plant,Carex luzulifolia,Littleleaf Sedge,
4268,Vascular Plant,Carex luzulina var. ablata,"Serrate Sedge, Woodrush Sedge",
4269,Vascular Plant,Carex macloviana,"Falkland Island Sedge, Thickhead Sedge",
2798,Vascular Plant,Carex macrochaeta,Alaska Large Awn Sedge,
5485,Vascular Plant,Carex mariposana,Mariposa Sedge,
4270,Vascular Plant,Carex microglochin,Fewseeded Bog Sedge,
4271,Vascular Plant,Carex microptera,"Ovalhead Sedge, Smallwing Sedge",
2799,Vascular Plant,Carex misera,"Miserable Sedge, Wretched Sedge",
2800,Vascular Plant,Carex muehlenbergii var. muehlenbergii,Muhlenberg's Sedge,
5486,Vascular Plant,Carex multicaulis,Manystem Sedge,
5487,Vascular Plant,Carex multicostata,Manyrib Sedge,
4272,Vascular Plant,Carex nebrascensis,Nebraska Sedge,
5488,Vascular Plant,Carex nervina,"Nerved Sedge, Sierra Sedge",
4273,Vascular Plant,Carex neurophora,"Alpine Nerve Sedge, Alpine Nerved Sedge, Alpinenerved Sedge",
4274,Vascular Plant,Carex nigricans,Black Alpine Sedge,
2801,Vascular Plant,Carex nigromarginata,"Black-Edge Sedge, Black-Margined Sedge",
2802,Vascular Plant,Carex normalis,"A Sedge, Sedge",
5489,Vascular Plant,Carex nudata,Naked Sedge,
4275,Vascular Plant,Carex obtusata,"Blunt Sedge, Obtuse Sedge",
2803,Vascular Plant,Carex oligocarpa,Sedge,
2804,Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,
4276,Vascular Plant,Carex pachystachya,"Chamisso Sedge, Thickhead Sedge",
4277,Vascular Plant,Carex parryana var. parryana,Parry's Sedge,
4278,Vascular Plant,Carex paysonis,"Payson Sedge, Payson's Sedge",
2805,Vascular Plant,Carex pedunculata,"Longstalk Sedge, Peduncled Sedge",
4279,Vascular Plant,Carex pellita,Woolly Sedge,
2806,Vascular Plant,Carex pensylvanica,Pennsylvania Sedge,
4280,Vascular Plant,Carex petasata,"Liddon Sedge, Liddon's Sedge",
4281,Vascular Plant,Carex phaeocephala,"Dunehead Sedge, Dunhead Sedge",
2807,Vascular Plant,Carex plantaginea,Plantain-Leaved Sedge,
4282,Vascular Plant,Carex platylepis,Broadscale Sedge,
2808,Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",
4283,Vascular Plant,Carex praeceptorium,Early Sedge,
4284,Vascular Plant,Carex praegracilis,"Clustered Field Sedge, Slim Sedge",
2809,Vascular Plant,Carex prasina,Drooping Sedge,
4285,Vascular Plant,Carex praticola,"Meadow Sedge, Northern Meadow Sedge",
4286,Vascular Plant,Carex preslii,Presl's Sedge,
2810,Vascular Plant,Carex projecta,"Necklace Sedge, Sedge",
2811,Vascular Plant,Carex purpurifera,"Purple Sedge, Purple-Based Sedge",
4287,Vascular Plant,Carex pyrenaica,Pyrenean Sedge,
2812,Vascular Plant,Carex radiata,"Radiate Sedge, Stellate Sedge",
4288,Vascular Plant,Carex raynoldsii,"Raynolds Sedge, Raynold's Sedge, Raynolds' Sedge",
2813,Vascular Plant,Carex retroflexa,Reflexed Sedge,
2814,Vascular Plant,Carex rosea,"A Sedge, Roseate Sedge",
4289,Vascular Plant,Carex rossii,"Ross Sedge, Ross' Sedge, Ross's Sedge, Shortstemmed Sedge",
4290,Vascular Plant,Carex rupestris,"Curly Sedge, Rock Sedge",
2815,Vascular Plant,Carex ruthii,"Ruth Sedge, Ruth's Sedge",
5490,Vascular Plant,Carex sartwelliana,Yosemite Sedge,
4291,Vascular Plant,Carex sartwellii,"Sartwell Sedge, Sartwell's Sedge",
2816,Vascular Plant,Carex scabrata,Rough Sedge,
2817,Vascular Plant,Carex scoparia,"Pointed Broom Sedge, Sedge",
4292,Vascular Plant,Carex scopulorum,"Holm's Rocky Mountain Sedge, Mountain Sedge",
5491,Vascular Plant,Carex scopulorum var. bracteosa,"Craterlike Sedge, Mountain Sedge",
5492,Vascular Plant,Carex senta,"Swamp Carex, Swamp Sedge",
4293,Vascular Plant,Carex simulata,"Analogue Sedge, Shortbeak Sedge",
2818,Vascular Plant,Carex sparganioides,"Bur-Reed Sedge, Sedge",
5493,Vascular Plant,Carex specifica,Narrowfruit Sedge,
5494,Vascular Plant,Carex spectabilis,Showy Sedge,
2819,Vascular Plant,Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",
4294,Vascular Plant,Carex stenoptila,Riverbank Sedge,
2820,Vascular Plant,Carex stipata,"Stalk-Grain Sedge, Stipate Sedge",
5495,Vascular Plant,Carex stipata var. stipata,Owlfruit Sedge,
5496,Vascular Plant,Carex straminiformis,Shasta Sedge,
2821,Vascular Plant,Carex striatula,Lined Sedge,
2822,Vascular Plant,Carex stricta,Uptight Sedge,
2823,Vascular Plant,Carex styloflexa,"Bent Sedge, Sedge",
5497,Vascular Plant,Carex subfusca,Brown Sedge,
4295,Vascular Plant,Carex subnigricans,"Black Sedge, Nearlyblack Sedge",
2824,Vascular Plant,Carex swanii,"Swan Sedge, Swan's Sedge",
5498,Vascular Plant,Carex tahoensis,Tahoe Sedge,
2825,Vascular Plant,Carex texensis,Texas Sedge,
5499,Vascular Plant,Carex tiogana,Tioga Pass Sedge,
5500,Vascular Plant,Carex tompkinsii,Thompkins' Sedge,
2826,Vascular Plant,Carex tonsa var. rugosperma,Parachute Sedge,
2827,Vascular Plant,Carex torta,Twisted Sedge,
2828,Vascular Plant,Carex tribuloides,"Blunt Broom Sedge, Sedge",
2829,Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,
2830,Vascular Plant,Carex trisperma,Three-Seeded Sedge,
2831,Vascular Plant,Carex umbellata,"A Sedge, Umbel Sedge",
4296,Vascular Plant,Carex utriculata,Northwest Territory Sedge,
4297,Vascular Plant,Carex vallicola,Valley Sedge,
5501,Vascular Plant,Carex vernacula,"Native Sedge, Spring Sedge",
4298,Vascular Plant,Carex vesicaria var. vesicaria,"Blister Sedge, Lesser Bladder Sedge",
2832,Vascular Plant,Carex virescens,"Ribbed Sedge, Sedge",
4299,Vascular Plant,Carex viridula,"Green Sedge, Little Green Sedge",
2833,Vascular Plant,Carex vulpinoidea,Fox Sedge,
5502,Vascular Plant,Carex whitneyi,"Whitney Sedge, Whitney's Sedge",
2834,Vascular Plant,Carex willdenowii,Willdenow's Sedge,
1276,Reptile,Carphophis,"Worm Snakes, Wormsnakes",
1277,Reptile,Carphophis amoenus amoenus,Eastern Worm Snake,
1278,Reptile,Carphophis amoenus helenae,Midwest Worm Snake,
2205,Vascular Plant,Carpinus caroliniana,"American Hornbeam, American Hornbean",
451,Bird,Carpodacus cassinii,Cassin's Finch,
208,Bird,Carpodacus mexicanus,House Finch,
209,Bird,Carpodacus purpureus,Purple Finch,
1380,Vascular Plant,Carum carvi,Caraway,
3498,Vascular Plant,Carum carvi,"Caraway, Wild Caraway",
2231,Vascular Plant,Carya alba,Mockernut Hickory,
2232,Vascular Plant,Carya carolinae-septentrionalis,Carolina Shagbark Hickory,
2233,Vascular Plant,Carya cordiformis,"Bitternut Hickory, Bitter-Nut Hickory",
2234,Vascular Plant,Carya glabra,"Pignut Hickory, Sweet Pignut Hickory",
2235,Vascular Plant,Carya illinoinensis,Pecan,
2236,Vascular Plant,Carya laciniosa,Shellbark Hickory,
2237,Vascular Plant,Carya ovalis,"Red Hickory, Sweet Pignut Hickory",
2238,Vascular Plant,Carya ovata,"Shagbark Hickory, Shag-Bark Hickory",
2239,Vascular Plant,Carya pallida,"Pale Hickory, Sand Hickory",
5076,Vascular Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",
2210,Vascular Plant,Castanea dentata,American Chestnut,
2211,Vascular Plant,Castanea mollissima,Chinese Chestnut,
2212,Vascular Plant,Castanea pumila,Allegheny Chinkapin,
5255,Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",
5256,Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,
5257,Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,
5258,Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,
5259,Vascular Plant,Castilleja attenuata,"Attenuate Indian Paintbrush, Indian Paintbrush",
2418,Vascular Plant,Castilleja coccinea,"Indian Paint-Brush, Scarlet Indian-Paintbrush",
4087,Vascular Plant,Castilleja crista-galli,Mountainside Indian Paintbrush,
4088,Vascular Plant,Castilleja cusickii,"Cusick's Indian Paintbrush, Cusick's Paintbrush",
5260,Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,
5261,Vascular Plant,Castilleja exserta ssp. exserta,"Exserted Indian Paintbrush, Owl Clover",
5262,Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,
5263,Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,
5264,Vascular Plant,Castilleja lemmonii,"Lemmon's Indian Paintbrush, Lemmon's Paintbrush",
4089,Vascular Plant,Castilleja linariifolia,"Wyoming Indian Paintbrush, Wyoming Paintbrush",
4090,Vascular Plant,Castilleja miniata,"Giant Red Indian Paintbrush, Great Red Indian Paintbrush, Great Red Indian-Paintbrush, Scarlet Indian Paintbrush, Scarlet Paintbrush",
5265,Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,
5266,Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",
5267,Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",
4091,Vascular Plant,Castilleja pallescens,"Pale Indian Paintbrush, Pale Paintbrush",
5268,Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,
5269,Vascular Plant,Castilleja pilosa,"Hairy Paintbrush, Parrothead Indian Paintbrush",
4092,Vascular Plant,Castilleja pilosa var. longispica,Longspike Indian Paintbrush,
4093,Vascular Plant,Castilleja pulchella,Beautiful Indian Paintbrush,
4094,Vascular Plant,Castilleja rhexiifolia,"Rhexialeaf Paintbrush, Splitleaf Indian Paintbrush",
4095,Vascular Plant,Castilleja sulphurea,Sulphur Indian Paintbrush,Species of Concern
5270,Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",
777,Mammal,Castor canadensis,"American Beaver, Beaver",
857,Mammal,Castor canadensis,American Beaver,
913,Mammal,Castor canadensis,Beaver,
4378,Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",
2324,Vascular Plant,Catalpa bignonioides,Southern Catalpa,
2325,Vascular Plant,Catalpa speciosa,Northern Catalpa,
92,Bird,Cathartes aura,Turkey Vulture,Species of Concern
292,Bird,Catharus fuscescens,Veery,
293,Bird,Catharus guttatus,Hermit Thrush,
294,Bird,Catharus minimus,Gray-Cheeked Thrush,
295,Bird,Catharus ustulatus,Swainson's Thrush,
492,Bird,Catherpes mexicanus,Canyon Wren,
136,Bird,Catoptrophorus semipalmatus,Willet,
705,Fish,Catostomus ardens,Utah Sucker,
706,Fish,Catostomus catostomus,Longnose Sucker,
603,Fish,Catostomus commersoni,White Sucker,
722,Fish,Catostomus occidentalis,Sacramento Sucker,
707,Fish,Catostomus platyrhynchus,Mountain Sucker,
3168,Vascular Plant,Caulophyllum thalictroides,Blue Cohosh,
3240,Vascular Plant,Ceanothus americanus,New Jersey Tea,
5704,Vascular Plant,Ceanothus cordulatus,Whitethorn Ceanothus,
5705,Vascular Plant,Ceanothus cuneatus var. cuneatus,Buckbrush,
5706,Vascular Plant,Ceanothus diversifolius,Pinemat,
5707,Vascular Plant,Ceanothus fresnensis,Fresno Mat,
5708,Vascular Plant,Ceanothus integerrimus,"Deerbrush, Deerbrush Ceanothus",
5709,Vascular Plant,Ceanothus leucodermis,Chaparral Whitethorn,
5710,Vascular Plant,Ceanothus parvifolius,Littleleaf Ceanothus,
4526,Vascular Plant,Ceanothus velutinus var. velutinus,Snowbrush Ceanothus,
1924,Vascular Plant,Celastrus orbiculatus,Oriental Bittersweet,
1925,Vascular Plant,Celastrus scandens,Climbing Bittersweet,
3231,Vascular Plant,Celtis laevigata,"Smooth Hackberry, Sugarberry",
3232,Vascular Plant,Celtis occidentalis,Common Hackberry,
3233,Vascular Plant,Celtis tenuifolia,Dwarf Hackberry,
1279,Reptile,Cemophora coccinea copei,Northern Scarlet Snake,
1543,Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,
1544,Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",
4728,Vascular Plant,Centaurea cyanus,"Bachelor's Button, Cornflower, Garden Cornflower",
3596,Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",
3597,Vascular Plant,Centaurea maculosa,Spotted Knapweed,
4729,Vascular Plant,Centaurea melitensis,"Malta Starthistle, Maltese Star Thistle, Maltese Star-Thistle, Napa Thistle, Spotted Knapweed, Tocalote",
1545,Vascular Plant,Centaurea nigra,Lesser Knapweed,
3598,Vascular Plant,Centaurea pratensis,Meadow Knapweed,
3599,Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",
4730,Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",
5210,Vascular Plant,Centaurium venustum,Charming Centaury,
419,Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",
544,Bird,Centrocercus urophasianus,Greater Sage-Grouse,
2097,Vascular Plant,Centrosema virginianum,"Butterfly-Pea, Coastal Butterfly-Pea",
4681,Vascular Plant,Cephalanthera austiniae,Phantom Orchid,
2275,Vascular Plant,Cephalanthus occidentalis,"Buttonbush, Common Buttonbush",
1185,Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,
1186,Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,
1187,Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,
1188,Nonvascular Plant,Cephalozia catenulata,Cephalozia,
1189,Nonvascular Plant,Cephalozia connivens,Cephalozia,
1190,Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,
3864,Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",
1859,Vascular Plant,Cerastium brachypetalum,"Short-Petal Chickweed, Short-Petalled Chickweed",
3865,Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",
1860,Vascular Plant,Cerastium fontanum ssp. vulgare,Common Mouse-Ear Chickweed,
4971,Vascular Plant,Cerastium fontanum ssp. vulgare,"Big Chickweed, Common Mouse-Ear Chickweed",
1861,Vascular Plant,Cerastium glomeratum,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed",
3866,Vascular Plant,Cerastium glomeratum,Sticky Chickweed,
1862,Vascular Plant,Cerastium nutans var. nutans,Nodding Chickweed,
1013,Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,
3941,Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",
2098,Vascular Plant,Cercis canadensis,"Eastern Redbud, Redbud",
5141,Vascular Plant,Cercis occidentalis,California Redbud,
5715,Vascular Plant,Cercocarpus betuloides var. betuloides,Birch-Leaf Mountain-Mahogany,
181,Bird,Certhia americana,Brown Creeper,Species of Concern
182,Bird,Certhia familiaris,Eurasian Treecreeper,
732,Mammal,Cervus elaphus,Wapiti Or Elk,
824,Mammal,Cervus elaphus,Rocky Mountain Elk,
149,Bird,Ceryle alcyon,Belted Kingfisher,
150,Bird,Ceryle torquata,Ringed Kingfisher,
4731,Vascular Plant,Chaenactis alpigena,"Sierra Pincushion, Southern Sierra Pincushion",
4732,Vascular Plant,Chaenactis douglasii var. douglasii,"Douglas' Dustymaiden, Dusty-Maiden",
4733,Vascular Plant,Chaenactis glabriuscula var. glabriuscula,Yellow Pincushion,
4734,Vascular Plant,Chaenactis glabriuscula var. heterocarpha,Yellow Pincushion,
4735,Vascular Plant,Chaenactis glabriuscula var. megacephala,Yellow Pincushion,
3257,Vascular Plant,Chaenomeles speciosa,Flowering Quince,
1381,Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,
1382,Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,
925,Mammal,Chaetodipus californicus,California Pocket Mouse,
119,Bird,Chaetura pelagica,Chimney Swift,
373,Bird,Chaetura vauxi,Vaux's Swift,Species of Concern
580,Bird,Chamaea fasciata,Wrentit,
5716,Vascular Plant,Chamaebatia foliolosa,Mountain Misery,
5717,Vascular Plant,Chamaebatiaria millefolium,"Desert Sweet, Fernbush",
2099,Vascular Plant,Chamaecrista fasciculata,"Partridge-Pea, Prairie Senna",
2100,Vascular Plant,Chamaecrista fasciculata var. fasciculata,"Partridge Pea, Sleepingplant",
2101,Vascular Plant,Chamaecrista nictitans ssp. nictitans var. nictitans,Partridge Pea,
2503,Vascular Plant,Chamaelirium luteum,"Devil's-Bit, Fairy Wand",
4160,Vascular Plant,Chamaesyce glyptosperma,"Ribseed Sandmat, Rib-Seed Sandmat, Ridgeseed Spurge",
4161,Vascular Plant,Chamaesyce maculata,"Large Spurge, Spotted Sandmat, Spotted Spurge",
2552,Vascular Plant,Chamaesyce nutans,Eyebane,
4162,Vascular Plant,Chamaesyce serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat",
5357,Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thyme-Leaf Sandmat, Thymeleaf Spurge",
4205,Vascular Plant,Chamerion latifolium,Dwarf Fireweed,
1546,Vascular Plant,Chamomilla suaveolens,Pineappleweed,
377,Bird,Charadrius nivosus,Snowy Plover,
124,Bird,Charadrius semipalmatus,Semipalmated Plover,
125,Bird,Charadrius vociferus,Killdeer,
1325,Reptile,Charina bottae,Rubber Boa,
1336,Reptile,Charina bottae,Northern Rubber Boa,
2952,Vascular Plant,Chasmanthium latifolium,"Broad-Leaved Spanglegrass, Indian Sea-Oats",
2953,Vascular Plant,Chasmanthium laxum,Slender Woodoats,
2954,Vascular Plant,Chasmanthium laxum ssp. sessiliflorum,Sessil-Leaved Spanglegrass,
2955,Vascular Plant,Chasmanthium laxum var. laxum,Nodding Spanglegrass,
2956,Vascular Plant,Chasmanthium laxum var. sessiliflorum,Slender Woodoats,
2957,Vascular Plant,Chasmanthium sessiliflorum,"Longleaf Spikegrass, Longleaf Woodoats",
708,Fish,Chasmistes liorus,June Sucker,Endangered
3146,Vascular Plant,Cheilanthes alabamensis,Alabama Lip Fern,
5658,Vascular Plant,Cheilanthes covillei,"Coville's Lip Fern, Coville's Lipfern",
4471,Vascular Plant,Cheilanthes feei,"Fee's Lipfern, Slender Lip Fern, Slender Lipfern",
5659,Vascular Plant,Cheilanthes gracillima,Lace Lipfern,
5660,Vascular Plant,Cheilanthes intertexta,Coastal Lipfern,
3147,Vascular Plant,Cheilanthes lanosa,"Hairy Lip Fern, Hairy Lipfern",
3148,Vascular Plant,Cheilanthes tomentosa,"Woolly Lip Fern, Woolly Lipfern",
2433,Vascular Plant,Chelone glabra,Turtlehead,
2434,Vascular Plant,Chelone lyonii,Pink Turtlehead,
2435,Vascular Plant,Chelone obliqua,"Lance-Leaved Turtlehead, Red Turtlehead",
1313,Reptile,Chelydra serpentina serpentina,Common Snapping Turtle,
110,Bird,Chen caerulescens,Snow Goose,
365,Bird,Chen caerulescens,"Blue Goose, Snow Goose",
366,Bird,Chen rossii,"Ross' Goose, Ross's Goose",
4963,Vascular Plant,Chenopodium album,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",
1853,Vascular Plant,Chenopodium album var. missouriense,Missouri Lambsquarters,
1854,Vascular Plant,Chenopodium ambrosioides,"Fragrant Goosefoot, Wormseed Goosefoot",
3849,Vascular Plant,Chenopodium atrovirens,"Dark Goosefoot, Pinyon Goosefoot",
4964,Vascular Plant,Chenopodium botrys,"Jerusalem Oak, Jerusalem Oak Goosefoot, Jerusalem-Oak",
3850,Vascular Plant,Chenopodium fremontii,Fremont's Goosefoot,
3851,Vascular Plant,Chenopodium glaucum var. salinum,Rocky Mountain Goosefoot,
3852,Vascular Plant,Chenopodium leptophyllum,"Narrowleaf Goosefoot, Narrowleaf Lambsquarters, Narrowleaved Goosefoot, Slimleaf Goosefoot, Slimleaf Lambsquarters",
4965,Vascular Plant,Chenopodium multifidum,Cutleaf Goosefoot,
1855,Vascular Plant,Chenopodium murale,"Nettle-Leaf Goosefoot, Pigweed",
3853,Vascular Plant,Chenopodium pratericola,Desert Goosefoot,
4966,Vascular Plant,Chenopodium pumilio,"Clammy Goosefoot, Ridged Goosefoot",
3854,Vascular Plant,Chenopodium simplex,"Giant-Seed Goosefoot, Mapleleaf Goosefoot",
2018,Vascular Plant,Chimaphila maculata,"Spotted Wintergreen, Striped Pipsissewa",
5077,Vascular Plant,Chimaphila umbellata,"Pipsissewa, Prince's Pine",
2399,Vascular Plant,Chionanthus virginicus,"Fringe Tree, Fringe-Tree",
127,Bird,Chlidonias niger,Black Tern,Species of Concern
